hgnc_symbol	class	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	entrez_gene_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
ROR2	N/A	TK	Ror	N/A	N/A	ROR2	Not found by Jake	Not found	4920	receptor tyrosine kinase-like orphan receptor 2	ROR2	BDB	BDB1	MGC163394	NTRKR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000063680	Tyrosine-protein kinase transmembrane receptor ROR2	neurotrophic tyrosine kinase receptor-related 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA4	STK	AGC	RSK	MSK	RSK	MSK2	Not found by Jake	RPS6KA4	8986	"ribosomal protein S6 kinase, 90kDa, polypeptide 4"	MSK2	MSK2	RSK-B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen- and stress-activated protein kinase 2	ribosomal protein S6 kinase alpha 4	"ribosomal protein S6 kinase, 90kD, polypeptide 4"	ribosomal protein kinase B	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA5	STK	AGC	RSK	MSK	RSK	MSK1	MSK1/RPS6KA5	RPS6KA5	9252	"ribosomal protein S6 kinase, 90kDa, polypeptide 5"	MSK1	MGC1911	MSK1	MSPK1	RLPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen- and stress-activated protein kinase 1	"ribosomal protein S6 kinase, 90kD, polypeptide 5"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KB1	STK	AGC	RSK	p70	RSK	p70S6K	p70S6K/RPS6KB1	RPS6KB1	6198	"ribosomal protein S6 kinase, 70kDa, polypeptide 1"	p70S6K	PS6K	S6K	S6K1	STK14A	p70(S6K)-alpha	p70-S6K	p70-alpha	N/A	N/A	N/A	N/A	N/A	N/A	"p70 S6 kinase, alpha 1"	"p70 S6 kinase, alpha 2"	"ribosomal protein S6 kinase, 70kD, polypeptide 1"	serine/threonine kinase 14 alpha	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KB2	STK	AGC	RSK	p70	RSK	p70S6K[beta]	P70S6KB/RPS6KB2	RPS6KB2	6199	"ribosomal protein S6 kinase, 70kDa, polypeptide 2"	p70S6Kb	KLS	P70-beta	P70-beta-1	P70-beta-2	S6K-beta2	S6K2	SRK	STK14B	p70(S6K)-beta	p70S6Kb	N/A	N/A	N/A	S6 kinase-related kinase	p70 ribosomal S6 kinase beta	"ribosomal protein S6 kinase, 70kD, polypeptide 2"	serine/threonine-protein kinase 14 beta	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	AGC	RSK	p70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	AGC	RSK	p70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA1	STK	AGC	RSK	RSK	RSK	RSK3	p90RSK/RPS6KA1	RPS6KA1	6195	"ribosomal protein S6 kinase, 90kDa, polypeptide 1"	RSK3	HU-1	MAPKAPK1A	RSK	RSK1	S6K-alpha 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"dJ590P13.1 (ribosomal protein S6 kinase, 90kD, polypeptide 1)"	p90-RSK 1	ribosomal protein S6 kinase alpha 1	"ribosomal protein S6 kinase, 90kD, 1"	"ribosomal protein S6 kinase, 90kD, polypeptide 1"	N/A	N/A	N/A	N/A	N/A
RPS6KA2	STK	AGC	RSK	RSK	RSK	RSK1/p90RSK	Not found by Jake	RPS6KA2	6196	"ribosomal protein S6 kinase, 90kDa, polypeptide 2"	RSK1	HU-2	MAPKAPK1C	RSK	RSK3	S6K-alpha	S6K-alpha2	p90-RSK3	pp90RSK3	N/A	N/A	N/A	N/A	N/A	ribosomal S6 kinase 3	ribosomal protein S6 kinase alpha 2	"ribosomal protein S6 kinase, 90kD, polypeptide 2"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA3	STK	AGC	RSK	RSK	RSK	RSK2	RSK2/RPS6KA3	RPS6KA3	6197	"ribosomal protein S6 kinase, 90kDa, polypeptide 3"	RSK2	CLS	HU-3	ISPK-1	MAPKAPK1B	MRX19	RSK	RSK2	S6K-alpha3	p90-RSK2	pp90RSK2	N/A	N/A	N/A	insulin-stimulated protein kinase 1	"mental retardation, X-linked 19"	"ribosomal protein S6 kinase, 90kD, polypeptide 3"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA6	STK	AGC	RSK	RSK	RSK	N/A	Not found by Jake	Not found	27330	"ribosomal protein S6 kinase, 90kDa, polypeptide 6"	RSK4	RSK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"bA326A14.2 (ribosomal protein S6 kinase, 90kD, polypeptide 6)"	"bA54F22.1.1 (ribosomal protein S6 kinase, 90kD, polypeptide 6)"	ribosomal S6 kinase 4	"ribosomal protein S6 kinase, 90kD, polypeptide 6"	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KC1	STK	AGC	RSKL	N/A	N/A	RSKL1	Not found by Jake	Not found	26750	"ribosomal protein S6 kinase, 52kDa, polypeptide 1"	RSKL1	RPK118	humS6PKh1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"ribosomal protein S6 kinase, 52kD, polypeptide 1"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KL1	STK	AGC	RSKL	N/A	N/A	RSKL2	Not found by Jake	RPS6KL1	83694	ribosomal protein S6 kinase-like 1	RSKL2	FLJ35734	MGC11287	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FLJ25006	STK	AGC	RSKR	N/A	N/A	N/A	N/A	N/A	124923	N/A	SgK494	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC124923	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RYK	N/A	TK	Ryk	N/A	RYK	RYK	Not found by Jake	Not found	6259	RYK receptor-like tyrosine kinase	RYK	D3S3195	JTK5	JTK5A	RYK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	JTK5A protein tyrosine kinase	hydroxyaryl-protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TK	Ryk	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCYL1	N/A	Other	SCY1	N/A	N/A	N/A	Not found by Jake	SCYL1	57410	SCY1-like 1 (S. cerevisiae)	SCYL1	GKLP	HT019	MGC78454	NKTL	NTKL	P105	TAPK	TEIF	TRAP	N/A	N/A	N/A	N/A	N-terminal kinase-like protein	SCY1-like 1	telomerase regulation-associated protein	telomerase transcriptional elements-interacting factor	teratoma-associated tyrosine kinase	N/A	N/A	N/A	N/A	N/A
SCYL2	N/A	Other	SCY1	N/A	N/A	N/A	Not found by Jake	SCYL2	55681	SCY1-like 2 (S. cerevisiae)	SCYL2	CVAK104	FLJ10074	KIAA1360	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SCY1-like 2 protein	coated vesicle-associated kinase of 104 kDa	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCYL3	N/A	Other	SCY1	N/A	N/A	N/A	Not found by Jake	SCYL3	57147	SCY1-like 3 (S. cerevisiae)	SCYL3	PACE-1	PACE1	RP1-97P20.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SCY1-like 3	ezrin-binding partner PACE-1	ezrin-binding partner PACE-1 (PACE-1)	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	SCY1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ROS1	N/A	TK	Sev	N/A	SEV	Ros	Not found by Jake	Not found	6098	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	ROS	MCF3	ROS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000040389	proto-oncogene c-ros-1 protein	proto-oncogene tyrosine-protein kinase ROS	transmembrane tyrosine-specific protein kinase	v-ros avian UR2 sarcoma virus oncogene homolog 1	N/A	N/A	N/A	N/A	N/A
SGK	STK	AGC	SGK	N/A	N/A	N/A	N/A	N/A	6446	serum/glucocorticoid regulated kinase	SGK	SGK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine protein kinase SGK	serum and glucocorticoid regulated kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGK2	STK	AGC	SGK	N/A	SGK	SGK2	Not found by Jake	SGK2	10110	serum/glucocorticoid regulated kinase 2	SGK2	H-SGK2	dJ138B7.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGK3	STK	AGC	SGK	N/A	SGK	N/A	SGK3	SGK3	23678	"serum/glucocorticoid regulated kinase family, member 3"	SGK3	CISK	DKFZp781N0293	SGK2	SGKL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cytokine-independent survival kinase	serum/glucocorticoid regulated kinase 3	serum/glucocorticoid regulated kinase-like	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C9orf96	N/A	Other	SgK071	N/A	N/A	N/A	N/A	N/A	169436	chromosome 9 open reading frame 96	SgK071	MGC43306	RP11-244N20.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC169436	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOC91461	N/A	Other	SgK493	N/A	N/A	N/A	N/A	N/A	91461	N/A	SgK493	MGC125960	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC91461	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK40	N/A	CAMK	SgK495	N/A	N/A	N/A	Not found by Jake	STK40	83931	serine/threonine kinase 40	SgK495	MGC4796	RP11-268J15.4	SHIK	SgK495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2310004N11Rik	SINK-homologous serine/threonine kinase	Ser/Thr-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIPK5	N/A	Other	SgK496	N/A	N/A	N/A	N/A	N/A	25778	receptor interacting protein kinase 5	SgK496	DustyPK	HDCMD38P	KIAA0472	RIP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dusty protein kinase	receptor interacting protein 5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PXK	N/A	Other	Slob	N/A	N/A	N/A	Not found by Jake	PXK	54899	PX domain containing serine/threonine kinase	Slob	FLJ20335	MONaKA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PX ser/thr kinase v2	PX serine/threonine kinase	"modulator of Na,K-ATPase long form"	"modulator of Na,K-ATPase short form"	N/A	N/A	N/A	N/A	N/A	N/A
FRK	N/A	TK	Src	Frk	FRK	FRK	Not found by Jake	FRK	2444	fyn-related kinase	FRK	GTK	PTK5	RAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PTK5 protein tyrosine kinase 5	nuclear tyrosine protein kinase RAK	tyrosine-protein kinase FRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGR	N/A	TK	Src	SrcA	SRC	Fgr	FGR	FGR	2268	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	FGR	FLJ43153	MGC75096	SRC2	c-fgr	c-src2	p55c-fgr	p58c-fgr	N/A	N/A	N/A	N/A	N/A	N/A	c-fgr protooncogene	c-src-2 proto-oncogene	p55-c-fgr protein	proto-oncogene tyrosine-protein kinase FGR	N/A	N/A	N/A	N/A	N/A	N/A
FYN	N/A	TK	Src	SrcA	SRC	Fyn	Fyn/FYN	FYN	2534	"FYN oncogene related to SRC, FGR, YES"	FYN	MGC45350	SLK	SYN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OKT3-induced calcium influx regulator	c-syn protooncogene	protein-tyrosine kinase fyn	proto-oncogene tyrosine-protein kinase fyn	src-like kinase	src/yes-related novel gene	tyrosine kinase p59fyn(T)	N/A	N/A	N/A
SRC	N/A	TK	Src	SrcA	SRC	Src	Src/SRC	SRC	6714	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	SRC	ASV	SRC1	c-SRC	p60-Src	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	proto-oncogene tyrosine-protein kinase SRC	"protooncogene SRC, Rous sarcoma"	tyrosine kinase pp60c-src	tyrosine-protein kinase SRC-1	N/A	N/A	N/A	N/A	N/A	N/A
YES1	N/A	TK	Src	SrcA	SRC	Yes	Yes/YES1	YES1	7525	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	YES	HsT441	P61-YES	Yes	c-yes	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Yamaguchi sarcoma oncogene	cellular yes-1 protein	proto-oncogene tyrosine-protein kinase YES	viral oncogene yes-1 homolog 1	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TK	Src	SrcA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BLK	N/A	TK	Src	SrcB	SRC	BLK	Not found by Jake	BLK	640	B lymphoid tyrosine kinase	BLK	MGC10442	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	BLK nonreceptor tyrosine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HCK	N/A	TK	Src	SrcB	SRC	HCK	Not found by Jake	HCK	3055	hemopoietic cell kinase	HCK	JTK9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	tyrosine protein kinase HCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LCK	N/A	TK	Src	SrcB	SRC	Lck	Lck/LCK	LCK	3932	lymphocyte-specific protein tyrosine kinase	LCK	YT16	p56lck	pp58lck	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	T-lymphocyte specific protein tyrosine kinase p56lck	p56(LSTRA) protein-tyrosine kinase	proto-oncogene tyrosine-protein kinase LCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LYN	N/A	TK	Src	SrcB	SRC	Lyn	LYN	LYN	4067	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	LYN	FLJ26625	JTK8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Yamaguchi sarcoma viral (v-yes-1) related oncogene homolog	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTK6	N/A	TK	Src	SRM	SRC	Brk	Not found by Jake	PTK6	5753	PTK6 protein tyrosine kinase 6	BRK	BRK	FLJ42088	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	breast tumor kinase	protein-tyrosine kinase BRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRMS	N/A	TK	Src	SRM	SRC	Srm	Not found by Jake	SRMS	6725	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	SRM	C20orf148	SRM	dJ697K14.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRPK1	N/A	CMGC	SRPK	N/A	N/A	SRPK1	SRPK1	SRPK1	6732	SFRS protein kinase 1	SRPK1	SFRSK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SR protein kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRPK2	N/A	CMGC	SRPK	N/A	N/A	SRPK2	Not found by Jake	SRPK2	6733	SFRS protein kinase 2	SRPK2	FLJ36101	SFRSK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	H_RG152G17.1a	H_RG152G17.1b	WUGSC:H_RG152G17.1a	serine kinase SRPK2	N/A	N/A	N/A	N/A	N/A	N/A
SRPK3	N/A	CMGC	SRPK	N/A	N/A	MSSK1	Not found by Jake	Not found	26576	SFRS protein kinase 3	MSSK1	MGC102944	MSSK1	STK23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase 23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	SRPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K15	N/A	STE	STE11	ASK	STE11	N/A	Not found by Ethan	Not found	389840	mitogen-activated protein kinase kinase kinase 15	MAP3K7	FLJ16518	bA723P2.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K5	N/A	STE	STE11	ASK	STE11	ASK/MAP3K5	ASK1/MAP3K5	MAP3K5	4217	mitogen-activated protein kinase kinase kinase 5	MAP3K5	ASK1	MAPKKK5	MEKK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP/ERK kinase kinase 5	MAPK/ERK kinase kinase 5	apoptosis signal regulating kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K6	N/A	STE	STE11	ASK	STE11	MEKK6/MAP3K6	MEKK6/MAP3K6	MAP3K6	9064	mitogen-activated protein kinase kinase kinase 6	MAP3K6	ASK2	MAPKKK6	MGC125653	MGC20114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	apoptosis signal-regulating kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K1	N/A	STE	STE11	MEKK1	STE11	MEKK1/MAP3K1	MEKK1/MAP3K1	MAP3K1	4214	mitogen-activated protein kinase kinase kinase 1	MAP3K1	MAPKKK1	MEKK	MEKK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP/ERK kinase kinase 1	MAPK/ERK kinase kinase 1	MEK kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YSK4	N/A	STE	STE11	MEKK15	N/A	N/A	N/A	N/A	80122	yeast Sps1/Ste20-related kinase 4 (S. cerevisiae)	MAP3K8	FLJ23074	RCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Yeast Sps1/Ste20-related kinase 4	regulated in COPD kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K2	N/A	STE	STE11	MEKK2	STE11	N/A	Not found by Ethan	Not found	10746	mitogen-activated protein kinase kinase kinase 2	MAP3K2	MEKK2	MEKK2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP/ERK kinase kinase 2	MAPK/ERK kinase kinase 2	MEK kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K3	N/A	STE	STE11	MEKK2	STE11	N/A	MEKK3/MAP3K3	MAP3K3	4215	mitogen-activated protein kinase kinase kinase 3	MAP3K3	MAPKKK3	MEKK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP/ERK kinase kinase 3	MAPK/ERK kinase kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K4	N/A	STE	STE11	MEKK4	STE11	MAP3K4	Not found by Ethan	MAP3K4	4216	mitogen-activated protein kinase kinase kinase 4	MAP3K4	FLJ42439	KIAA0213	MAPKKK4	MEKK4	MTK1	PRO0412	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP/ERK kinase kinase 4	MAPK/ERK kinase kinase 4	"SSK2/SSK22 MAP kinase kinase kinase, yeast, homolog of"	dJ473J16.1 (mitogen-activated protein kinase kinase kinase 4)	predicted protein of HQ0412	N/A	N/A	N/A	N/A	N/A
OXSR1	N/A	STE	STE20	FRAY	FRAY	OSR1	Not found by Ethan	OXSR1	9943	oxidative-stress responsive 1	OSR1	KIAA1101	OSR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK39	N/A	STE	STE20	FRAY	FRAY	N/A	STLK3/STK39	STK39	27347	"serine threonine kinase 39 (STE20/SPS1 homolog, yeast)"	STLK3	DCHT	DKFZp686K05124	PASK	SPAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Ste20-like protein kinase	proline-alanine-rich STE20-related kinase	small intestine SPAK-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4K1	N/A	STE	STE20	KHS	KHS	HPK1	HPK1/MAP4K1	MAP4K1	11184	mitogen-activated protein kinase kinase kinase kinase 1	HPK1	HPK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hematopoietic progenitor kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4K2	N/A	STE	STE20	KHS	KHS	N/A	Not found by Ethan	MAP4K2	5871	mitogen-activated protein kinase kinase kinase kinase 2	GCK	BL44	GCK	RAB8IP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	B lymphocyte serine/threonine protein kinase	Rab8 interacting protein	germinal centre kinase (GC kinase)	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4K3	N/A	STE	STE20	KHS	KHS	KHS2	Not found by Ethan	MAP4K3	8491	mitogen-activated protein kinase kinase kinase kinase 3	KHS2	GLK	MAPKKKK3	RAB8IPL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	germinal center kinase-like kinase	germinal center kinase-related protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4K5	N/A	STE	STE20	KHS	KHS	KHS1	Not found by Ethan	MAP4K5	11183	mitogen-activated protein kinase kinase kinase kinase 5	KHS1	GCKR	KHS	KHS1	MAPKKKK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	kinase homologous to SPS1/STE20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4K4	N/A	STE	STE20	MSN	MSN	HGK/ZC1	Not found by Ethan	MAP4K4	9448	mitogen-activated protein kinase kinase kinase kinase 4	HGK	FLH21957	FLJ10410	FLJ20373	FLJ90111	HGK	KIAA0687	NIK	N/A	N/A	N/A	N/A	N/A	N/A	HPK/GCK-like kinase	hepatocyte progenitor kinase-like/germinal center kinase-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MINK1	N/A	STE	STE20	MSN	Not Found By Ethan	MINK/ZC3	Not found by Ethan	Not found	50488	misshapen-like kinase 1 (zebrafish)	MINK	B55	MAP4K6	MGC21111	MINK	YSK2	ZC3	hMINK	hMINKbeta	N/A	N/A	N/A	N/A	N/A	GCK family kinase MINK	misshapen/NIK-related kinase	serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRK	N/A	STE	STE20	MSN	MSN	N/A	Not found by Ethan	Not found	203447	Nik related kinase	NRK	DKFZp686A17109	FLJ16788	MGC131849	NESK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNIK	N/A	STE	STE20	MSN	MSN	TNIK/ZC2	Not found by Jake	TNIK	23043	TRAF2 and NCK interacting kinase	TNIK	AD 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK3	N/A	STE	STE20	MST	MST	MST2	MST2/STK3	STK3	6788	"serine/threonine kinase 3 (STE20 homolog, yeast)"	MST2	FLJ90748	KRS1	MST2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"serine/threonine kinase 3 (Ste20, yeast homolog)"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK4	N/A	STE	STE20	MST	MST	MST1	MST1/STK4	STK4	6789	serine/threonine kinase 4	MST1	DKFZp686A2068	KRS2	MST1	YSK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"dJ211D12.2 (serine/threonine kinase 4 (MST1, KRS2))"	kinase responsive to stress 2	mammalian sterile 20-like 1	yeast Ste20-like	N/A	N/A	N/A	N/A	N/A	N/A
MYO3A	N/A	STE	STE20	NinaC	N/A	N/A	Not found by Ethan	MYO3A	53904	myosin IIIA	MYO3A	DFNB30	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"deafness, autosomal recessive 30"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYO3B	N/A	STE	STE20	NinaC	Not Found By Ethan	MYO3B	Not found by Ethan	Not found	140469	myosin IIIB	MYO3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK1	N/A	STE	STE20	PAKA	PAKA	PAK1	PAK1	PAK1	5058	"p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)"	PAK1	MGC130000	MGC130001	PAKalpha	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p21-activated kinase 1	p21/Cdc42/Rac1-activated kinase 1 (yeast Ste20-related)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK2	N/A	STE	STE20	PAKA	PAKA	PAK2	PAK2	PAK2	5062	p21 (CDKN1A)-activated kinase 2	PAK2	PAK65	PAKgamma	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	S6/H4 kinase	p21-activated kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
